filename,mfcc_start,chroma_start,tempo_start,mfcc_end,chroma_end,tempo_end,uri
Abki Dussehra Me Mana Tu Baat - Uttam Singh.mp3,"-226.87416076660156,107.71417236328125,-11.487170219421387,29.77924919128418,1.4628723859786987","0.3788556456565857,0.3753594160079956,0.4342898726463318,0.43677496910095215,0.546037495136261,0.4541298747062683,0.46742600202560425,0.4455856680870056,0.3506539463996887,0.2986155152320862,0.31980764865875244,0.43813976645469666",143.5546875,"-129.41641235351562,102.87786102294922,-23.24416732788086,31.98185157775879,2.7162814140319824","0.411091148853302,0.2765749990940094,0.3058514893054962,0.36246201395988464,0.34389013051986694,0.28119000792503357,0.3915964365005493,0.44222745299339294,0.3535568416118622,0.35849660634994507,0.38556110858917236,0.5076033473014832",112.3471467,
About Love - From The Netflix Film To All The Boys PS I Still Love You - MARINA.mp3,"-332.71722412109375,207.33900451660156,-4.398327827453613,13.109394073486328,-9.258285522460938","0.43131542205810547,0.1794983446598053,0.12003953754901886,0.09834761172533035,0.18545642495155334,0.10428973287343979,0.20006288588047028,0.8106463551521301,0.3079080581665039,0.2725500762462616,0.12146753817796707,0.16489166021347046",103.359375,"-206.38134765625,55.80963134765625,1.8631538152694702,6.226640701293945,-2.237971067428589","0.4343174993991852,0.292944997549057,0.3594118654727936,0.3127345144748688,0.38993388414382935,0.3578587472438812,0.3776690363883972,0.7166592478752136,0.38507235050201416,0.33725348114967346,0.29184892773628235,0.3272005021572113",129.1992188,
Actually Im Good - Foreign Forest.mp3,"-204.91871643066406,136.70950317382812,-42.467288970947266,25.508586883544922,12.73240852355957","0.20036661624908447,0.10785558074712753,0.2177758812904358,0.39043110609054565,0.28914961218833923,0.20881406962871552,0.1826757937669754,0.39069101214408875,0.4701283872127533,0.28416353464126587,0.26255670189857483,0.12000998109579086",117.4538352,"-383.5569152832031,63.39031982421875,23.65037727355957,13.214691162109375,6.981400966644287","0.3943457007408142,0.7461857795715332,0.39994490146636963,0.2543608844280243,0.19132043421268463,0.20970559120178223,0.20406630635261536,0.4111914336681366,0.6503784656524658,0.33935225009918213,0.26558607816696167,0.24977591633796692",117.4538352,
Addict - Lund.mp3,"-414.58087158203125,134.55958557128906,-41.43735885620117,-9.87267780303955,-19.974294662475586","0.3633350729942322,0.0851300060749054,0.06913375109434128,0.1218758076429367,0.49133265018463135,0.25868740677833557,0.40395206212997437,0.43217456340789795,0.09529560804367065,0.027946848422288895,0.09486087411642075,0.4718882441520691",129.1992188,"-328.3224792480469,127.87177276611328,-51.884918212890625,-4.596972465515137,-19.773723602294922","0.500789225101471,0.10030719637870789,0.03691921755671501,0.12887151539325714,0.49724462628364563,0.16396574676036835,0.1428573876619339,0.4516044557094574,0.17831000685691833,0.3615283966064453,0.3781092166900635,0.6264953017234802",123.046875,spotify:track:1Dd2TFOUfL1tYMw53a8VJK
Adiyogi The Source of Yoga - Kailash Kher.mp3,"-337.0451965332031,12.591638565063477,-110.14265441894531,15.719135284423828,-16.237436294555664","0.23878401517868042,0.42193296551704407,0.18729834258556366,0.14573778212070465,0.4074275493621826,0.28089654445648193,0.8252142667770386,0.28355249762535095,0.10003861039876938,0.08386805653572083,0.1190359815955162,0.26314660906791687",129.1992188,"-297.6077880859375,94.79931640625,-13.592567443847656,19.73263168334961,-4.170223236083984","0.24248337745666504,0.11234138160943985,0.1680445373058319,0.16882877051830292,0.4463007152080536,0.16311578452587128,0.13632114231586456,0.24172787368297577,0.08461868017911911,0.049051493406295776,0.16841664910316467,0.6149409413337708",99.38401442,
Admiral Benbow - Michiel Schrey.mp3,"-117.72853088378906,113.94326782226562,-30.65302276611328,26.179719924926758,2.97812557220459","0.3597169816493988,0.2882959842681885,0.39503365755081177,0.24881687760353088,0.20663687586784363,0.23102439939975739,0.33038851618766785,0.5387908220291138,0.2525140047073364,0.26852601766586304,0.1785811185836792,0.3091542422771454",161.4990234,"-454.6856994628906,42.193824768066406,-7.526196002960205,16.02383041381836,8.120819091796875","0.29816749691963196,0.32458382844924927,0.44611597061157227,0.3459387421607971,0.26392319798469543,0.2572019398212433,0.35207340121269226,0.6852971911430359,0.4982718527317047,0.32535186409950256,0.3296838402748108,0.3502045273780823",129.1992188,spotify:track:03hLe0OA5UuP7VXr4VYURD
Admit - Player1.mp3,"-336.7828369140625,164.53897094726562,19.419410705566406,24.219614028930664,10.7988920211792","0.1565747857093811,0.16319076716899872,0.21942102909088135,0.29901719093322754,0.5766149759292603,0.49312397837638855,0.2393818348646164,0.18559981882572174,0.27887845039367676,0.6256574988365173,0.2645317018032074,0.15320982038974762",143.5546875,"-318.9092102050781,104.53556060791016,-2.3602077960968018,26.718507766723633,15.400354385375977","0.27666643261909485,0.14639067649841309,0.10554692149162292,0.11936879903078079,0.2010515034198761,0.1304355412721634,0.16438500583171844,0.24276664853096008,0.370415598154068,0.7705504298210144,0.3794947862625122,0.3089495897293091",107.6660156,spotify:track:5ZJFJKB0laSPFLEYj7S8cA
Adrenaline - Lauv.mp3,"-350.48651123046875,138.2255859375,27.84030532836914,12.750845909118652,11.462169647216797","0.28176820278167725,0.27134281396865845,0.3232429623603821,0.4495144784450531,0.29744434356689453,0.2936631441116333,0.5725788474082947,0.305585116147995,0.23571494221687317,0.3388400375843048,0.7749267816543579,0.5722330808639526",117.4538352,"-61.818599700927734,76.04615783691406,-0.4132589101791382,12.469791412353516,-2.200136661529541","0.20578762888908386,0.2711482644081116,0.25595149397850037,0.3703180253505707,0.2536059319972992,0.23918397724628448,0.2861877381801605,0.33062657713890076,0.5729245543479919,0.39124032855033875,0.46731680631637573,0.21222108602523804",95.703125,spotify:track:4ynpVFc18s3FxPEkJd5xZq
Adult - Sasha Alex Sloan.mp3,"-255.75347900390625,93.79843139648438,3.669825553894043,7.176180362701416,14.957680702209473","0.23981986939907074,0.20960791409015656,0.40820053219795227,0.5588279962539673,0.2790037989616394,0.22652149200439453,0.1865149736404419,0.24161136150360107,0.2403881996870041,0.38014090061187744,0.5455236434936523,0.27966806292533875",172.265625,"-184.1707763671875,105.48751068115234,-3.169820785522461,13.744424819946289,8.638686180114746","0.20118744671344757,0.22216403484344482,0.4529778063297272,0.6715806126594543,0.3613416254520416,0.3848167359828949,0.24212367832660675,0.3073512613773346,0.2882847785949707,0.32988235354423523,0.5870715379714966,0.26265764236450195",89.10290948,spotify:track:4AOPgMrdBlaLFF5dxzIhdx
AE feat Kandaka Moore  Nikki Cislyn - Clean Bandit.mp3,"-247.43728637695312,122.4777603149414,-35.897743225097656,29.283170700073242,-14.595794677734375","0.2915599048137665,0.15390515327453613,0.37441539764404297,0.4542713463306427,0.20895057916641235,0.3003159463405609,0.19394896924495697,0.43447816371917725,0.2264934778213501,0.13001969456672668,0.2820683419704437,0.14327047765254974",123.046875,"-577.626708984375,20.876026153564453,13.595425605773926,22.775392532348633,12.656839370727539","0.4076754152774811,0.37715134024620056,0.36807313561439514,0.3338768780231476,0.3138081431388855,0.3233080804347992,0.3404148817062378,0.35384494066238403,0.35142579674720764,0.3251824975013733,0.298540860414505,0.35416004061698914",117.4538352,
Ae Watan Male - Arijit Singh.mp3,"-299.8090515136719,162.18148803710938,66.94784545898438,18.39238929748535,24.031408309936523","0.19159306585788727,0.44278985261917114,0.7784603834152222,0.6390040516853333,0.39062196016311646,0.2666632831096649,0.5273740887641907,0.22953760623931885,0.17139536142349243,0.4510912299156189,0.30034303665161133,0.1740504503250122",95.703125,"-242.269287109375,83.51170349121094,5.915360450744629,21.475553512573242,17.902597427368164","0.37817099690437317,0.529392421245575,0.6506484150886536,0.5809080600738525,0.5190081596374512,0.4081725776195526,0.5281819105148315,0.46347102522850037,0.5250757336616516,0.7576547861099243,0.552781343460083,0.42178869247436523",107.6660156,
Affection - Fiji Blue.mp3,"-221.84762573242188,90.50843048095703,26.46713638305664,11.235908508300781,-16.152002334594727","0.3631049692630768,0.4489084780216217,0.27857014536857605,0.3839343786239624,0.2880217730998993,0.4530523121356964,0.25368350744247437,0.33453765511512756,0.5352303981781006,0.30168449878692627,0.2678121030330658,0.22270138561725616",112.3471467,"-327.33319091796875,72.90777587890625,-16.94802474975586,-7.883767127990723,-11.217909812927246","0.2281351089477539,0.14206990599632263,0.21966761350631714,0.6370332837104797,0.27285557985305786,0.0899486243724823,0.06370222568511963,0.17241470515727997,0.14723622798919678,0.08092895895242691,0.11124062538146973,0.08660447597503662",112.3471467,spotify:track:5eLjgK8JT276Xs8500KdEn
Afghan Jalebi Film Version - Pritam.mp3,"-339.5390930175781,47.041603088378906,-49.83225631713867,-0.31896036863327026,0.907393753528595","0.4922376573085785,0.4925127923488617,0.6451383233070374,0.6110720634460449,0.6302973031997681,0.5545409917831421,0.5599287748336792,0.49972856044769287,0.4474041163921356,0.6173818707466125,0.501724898815155,0.4454396367073059",117.4538352,"-188.96202087402344,63.96799850463867,-11.934932708740234,0.8962385058403015,-9.82176685333252","0.2746432423591614,0.2213185429573059,0.4299846291542053,0.25530800223350525,0.3920702636241913,0.4121896028518677,0.2542143762111664,0.19353985786437988,0.2179265320301056,0.584898829460144,0.2078428566455841,0.12360590696334839",117.4538352,
Afraid - The Neighbourhood.mp3,"-202.7752685546875,161.39317321777344,-51.16266632080078,15.550068855285645,-5.625898838043213","0.3339402675628662,0.42499324679374695,0.3895019292831421,0.22627362608909607,0.20038706064224243,0.3009103536605835,0.5150749087333679,0.4005770683288574,0.25113222002983093,0.3014477491378784,0.29747381806373596,0.44437041878700256",151.9990809,"-316.72100830078125,118.9262466430664,-59.599151611328125,18.2359619140625,18.624181747436523","0.24785879254341125,0.8587777018547058,0.329437792301178,0.18504731357097626,0.10456965863704681,0.11624399572610855,0.16345150768756866,0.19564180076122284,0.3520622253417969,0.308574914932251,0.14430950582027435,0.11873140931129456",123.046875,spotify:track:7brQHA2CgQpcMBiOlfiXYb
Afraid of Time - Hans Zimmer.mp3,"-625.1048583984375,84.68203735351562,-10.892999649047852,-2.6535353660583496,-0.381404310464859","0.028143564239144325,0.08129524439573288,0.286321222782135,0.21017566323280334,0.8687657117843628,0.13517822325229645,0.018166130408644676,0.017976664006710052,0.01942223682999611,0.026203088462352753,0.022112153470516205,0.024058235809206963",112.3471467,"-690.1463012695312,82.49391174316406,6.048186779022217,-4.1395978927612305,-3.3855133056640625","0.13569055497646332,0.1582031399011612,0.40480777621269226,0.23707440495491028,0.586570680141449,0.20737864077091217,0.15295644104480743,0.13429687917232513,0.10908078402280807,0.10446321964263916,0.13251164555549622,0.3286007344722748",129.1992188,spotify:track:1UbDqlLHBY7SxKVamO6hqJ
Africa - TOTO.mp3,"-287.32452392578125,73.81925964355469,18.130252838134766,17.53133773803711,6.016957759857178","0.15529176592826843,0.30506131052970886,0.1482279896736145,0.19610212743282318,0.3392256200313568,0.17024578154087067,0.14307333528995514,0.20630624890327454,0.4300577938556671,0.3877875506877899,0.20346353948116302,0.18047766387462616",92.28515625,"-292.8775634765625,77.15532684326172,19.874080657958984,21.355554580688477,8.41773796081543","0.32254356145858765,0.5321797728538513,0.28278133273124695,0.3077205419540405,0.49043649435043335,0.26826441287994385,0.25565043091773987,0.2837902903556824,0.5236732959747314,0.48292505741119385,0.3160771131515503,0.3588789999485016",92.28515625,spotify:track:2374M0fQpWi3dLnB54qaLX
After All - Elton John.mp3,"-554.7648315429688,180.4817657470703,42.50131607055664,3.6795380115509033,-17.493465423583984","0.538507342338562,0.22582925856113434,0.19214074313640594,0.3544338643550873,0.45827534794807434,0.4609830975532532,0.21635699272155762,0.26137152314186096,0.24798572063446045,0.22748224437236786,0.26840439438819885,0.30670180916786194",161.4990234,"-308.9415283203125,137.89891052246094,11.658733367919922,20.3848876953125,-3.704294443130493","0.4260881841182709,0.9456004500389099,0.458732008934021,0.170119509100914,0.1468448042869568,0.2631455659866333,0.37371334433555603,0.20162802934646606,0.24953237175941467,0.2460213005542755,0.4472605586051941,0.2312927395105362",123.046875,spotify:track:4A9g0WVvFYjJftYWWXXxP7
After Midnight - Slushii.mp3,"-242.61346435546875,133.28439331054688,27.157819747924805,38.533233642578125,16.233388900756836","0.6406558156013489,0.5200504660606384,0.43943601846694946,0.4042379856109619,0.3997901380062103,0.48250555992126465,0.45851561427116394,0.5076262950897217,0.6321850419044495,0.6542260646820068,0.8511959314346313,0.7726669311523438",129.1992188,"-284.4877014160156,141.00625610351562,4.151543617248535,14.3700532913208,8.072035789489746","0.6962631344795227,0.6270254254341125,0.5514178276062012,0.5475743412971497,0.5528808236122131,0.5489135980606079,0.5378139019012451,0.5955947041511536,0.6538686156272888,0.6718242168426514,0.7137278318405151,0.6836134195327759",60.09265988,spotify:track:5NSr0xa9Qf4J8xKzDnC0uq
After Rain - Aimer.mp3,"-244.2137908935547,135.7393341064453,-77.56597900390625,30.77036476135254,13.655508041381836","0.4922562837600708,0.18321040272712708,0.3552889823913574,0.14368650317192078,0.11873795092105865,0.32674020528793335,0.10716722160577774,0.16597428917884827,0.08822357654571533,0.23309871554374695,0.4442475438117981,0.19529686868190765",117.4538352,"-804.2384033203125,19.38346290588379,-3.56950306892395,8.536897659301758,8.178257942199707","0.10655190795660019,0.07956504076719284,0.1580650359392166,0.1091005727648735,0.09412799775600433,0.11916790902614594,0.05893205106258392,0.09050308912992477,0.047850605100393295,0.06654182821512222,0.07730116695165634,0.06406020373106003",117.4538352,spotify:track:0mpLgvlW0tztoBGKzfLRNr
After the Love Has Gone - Earth Wind  Fire.mp3,"-370.4815979003906,155.81851196289062,-15.974028587341309,12.96757984161377,-7.883616924285889","0.4193156659603119,0.15270450711250305,0.20333124697208405,0.07597515732049942,0.20081911981105804,0.5060828328132629,0.16996686160564423,0.173784539103508,0.15305109322071075,0.41878804564476013,0.2853061556816101,0.18991722166538239",123.046875,"-210.5045166015625,71.38997650146484,-27.189903259277344,22.850919723510742,-0.21743381023406982","0.2919877767562866,0.3935876786708832,0.2481924146413803,0.36191117763519287,0.3239171802997589,0.3406796157360077,0.3981855809688568,0.2010646015405655,0.3225444555282593,0.19614683091640472,0.24302026629447937,0.24856121838092804",129.1992188,
Afterglow - Ed Sheeran.mp3,"-386.7431335449219,54.76683044433594,-1.5731621980667114,11.674266815185547,1.907057523727417","0.5301653742790222,0.5234915018081665,0.5333834886550903,0.5619991421699524,0.5288153290748596,0.479638934135437,0.5133812427520752,0.5179369449615479,0.4953809380531311,0.4682132303714752,0.4774971306324005,0.4889482855796814",129.1992188,"-455.09417724609375,59.554935455322266,-4.027021884918213,20.028684616088867,-4.395879745483398","0.6105062961578369,0.6415970325469971,0.5343160033226013,0.4214334785938263,0.4026031196117401,0.45312827825546265,0.5503806471824646,0.5546053647994995,0.5693460702896118,0.5222138166427612,0.5203433632850647,0.5865561366081238",117.4538352,spotify:track:0E4Y1XIbs8GrAT1YqVy6dq
Afterglow - Leroy Sanchez.mp3,"-232.97189331054688,107.8279800415039,17.61481475830078,17.524707794189453,13.092635154724121","0.39608025550842285,0.31098800897598267,0.33828866481781006,0.5199511051177979,0.2919895052909851,0.21677888929843903,0.25017794966697693,0.23590359091758728,0.229141503572464,0.2710281312465668,0.44521215558052063,0.5311994552612305",117.4538352,"-331.0199890136719,129.32852172851562,19.813222885131836,1.8159208297729492,9.9114990234375","0.46375712752342224,0.35089609026908875,0.330346941947937,0.31937655806541443,0.3247578740119934,0.3661890923976898,0.4528404772281647,0.43987324833869934,0.46068283915519714,0.5272615551948547,0.6593266725540161,0.7554401159286499",143.5546875,spotify:track:1mypcM1775ZWFTUVHx6duy
